"","es_score","brier_score","location","target_date","X22A_50_CI","X22B_50_CI","X22D_50_CI","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23C_50_CI","other_50_CI","X22A_95_CI","X22B_95_CI","X22D_95_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23C_95_CI","other_95_CI"
"1",0.792216092212852,0.789597743567291,"AK",2023-01-01,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
"2",1.03513512327994,0.537552954294153,"AK",2023-01-02,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0
"3",1.71043224441448,0.550885741009231,"AK",2023-01-03,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0
"4",1.74230508480166,0.470409756637937,"AK",2023-01-04,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0
"5",0.850713678631325,0.290426110811758,"AK",2023-01-05,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
"6",0.872894062073325,0.623130562079012,"AK",2023-01-06,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
"7",0.499948496461684,0.660843743875964,"AK",2023-01-07,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"8",0.178231807771988,0.296960400726827,"AK",2023-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9",0.903354665025143,0.635980559903103,"AK",2023-01-09,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0
"10",1.16958037415487,0.416912285165298,"AK",2023-01-10,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
"11",1.11566147591391,0.575779980420525,"AK",2023-01-11,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1
"12",1.23190056372095,0.308222227289561,"AK",2023-01-12,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
"13",0.972582532397668,0.525859142902784,"AK",2023-01-13,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"14",0.18474798060685,0.314676429000144,"AK",2023-01-14,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
