...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,other_95_CI
1,NA,NA,AK,2022-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,AK,2022-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,AK,2022-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0.0057109761955139,0.00362141435531582,AK,2022-09-14,1,1,1,1,1,1,1,1,1,1,1,1
5,NA,NA,AK,2022-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,0.0198334726399574,0.00355565552945372,AK,2022-09-16,1,1,1,1,1,1,1,1,1,1,1,1
7,0.00568940943834968,0.00352908562037564,AK,2022-09-17,1,1,1,1,1,1,1,1,1,1,1,1
8,0.0207467674667919,0.00350678025472883,AK,2022-09-18,1,1,1,1,1,1,1,1,1,1,1,1
9,0.0736132603141649,0.00348880116186964,AK,2022-09-19,1,1,1,1,1,1,1,0,0,1,1,1
10,NA,NA,AK,2022-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,0.00499003840771485,0.00346615048722238,AK,2022-09-21,1,1,1,1,1,1,1,1,1,1,1,1
12,NA,NA,AK,2022-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,0.00547944115143177,0.00346197807597225,AK,2022-09-23,1,1,1,1,1,1,1,1,1,1,1,1
14,NA,NA,AK,2022-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,AK,2022-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,0.10235053629966,0.003493078691816985,AK,2022-09-26,1,1,1,1,1,1,1,1,1,1,1,1
17,NA,NA,AK,2022-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,0.00531631161705855,0.00354124243485473,AK,2022-09-28,1,1,1,1,1,1,1,1,1,1,1,1
19,NA,NA,AK,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2022-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2022-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,0.00595231173865307,0.003714656355203635,AK,2022-10-02,1,1,1,1,1,1,1,0,0,1,1,1
23,1.09872582542647,0.442705731013206,AK,2022-10-03,1,0,0,1,1,1,1,0,0,1,1,1
24,1.31411793058554,0.93191629583522,AK,2022-10-04,1,1,0,1,0,1,1,0,1,1,0,1
25,1.24574073312818,0.879401128439275,AK,2022-10-05,1,0,0,1,1,1,1,0,0,1,1,1
26,NA,NA,AK,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,0.00640798548922394,0.004115396061883525,AK,2022-10-07,1,1,1,1,1,1,1,1,1,1,1,1
